Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
01/04/2005;00.00.00;0,7;848;-200;1,5;541;69;1067;61;937;392;15,1;44,5;0,7569;;
01/04/2005;01.00.00;0,6;818;-200;1,0;497;53;1198;50;885;347;14,6;43,0;0,7108;;
01/04/2005;02.00.00;0,5;848;-200;1,1;509;36;1126;35;882;341;14,5;43,7;0,7163;;
01/04/2005;03.00.00;0,5;826;-200;0,9;488;30;1187;29;895;322;13,6;46,7;0,7245;;
01/04/2005;04.00.00;-200,0;818;-200;0,8;473;47;1257;41;898;323;13,7;48,8;0,7606;;
01/04/2005;05.00.00;0,5;868;-200;1,4;535;88;1136;66;944;395;13,5;50,6;0,7783;;
01/04/2005;06.00.00;0,6;901;-200;2,0;586;135;993;89;979;510;13,7;47,4;0,7412;;
01/04/2005;07.00.00;1,5;1044;-200;6,7;845;280;710;150;1158;909;13,7;45,9;0,7154;;
01/04/2005;08.00.00;1,9;1030;-200;6,3;828;313;705;150;1130;869;16,1;41,0;0,7435;;
01/04/2005;09.00.00;1,3;965;-200;4,3;730;205;799;127;1038;652;16,1;41,5;0,7559;;
01/04/2005;10.00.00;1,0;948;-200;3,5;684;180;851;120;1011;599;16,5;40,8;0,7570;;
01/04/2005;11.00.00;1,0;939;-200;3,6;687;197;870;123;981;550;18,9;33,8;0,7312;;
01/04/2005;12.00.00;1,1;925;-200;4,0;713;172;853;115;957;518;19,2;29,5;0,6480;;
01/04/2005;13.00.00;1,3;924;-200;4,5;739;184;834;122;966;541;19,9;26,3;0,6054;;
01/04/2005;14.00.00;1,0;891;-200;3,3;669;160;923;111;911;456;19,2;27,0;0,5934;;
01/04/2005;15.00.00;1,1;897;-200;3,6;687;176;908;119;916;467;19,4;25,3;0,5625;;
01/04/2005;16.00.00;1,4;939;-200;4,3;726;219;890;137;955;508;18,9;26,2;0,5667;;
01/04/2005;17.00.00;1,5;943;-200;5,1;770;222;856;147;959;583;19,3;24,7;0,5483;;
01/04/2005;18.00.00;1,6;928;-200;5,5;790;231;812;154;951;609;17,1;25,3;0,4881;;
01/04/2005;19.00.00;2,2;961;-200;7,4;874;248;747;160;1003;757;15,6;26,2;0,4604;;
01/04/2005;20.00.00;1,4;867;-200;3,7;694;183;906;134;858;539;13,8;30,6;0,4790;;
01/04/2005;21.00.00;0,9;823;-200;1,9;579;144;1070;110;778;420;13,1;31,7;0,4756;;
01/04/2005;22.00.00;0,8;835;-200;2,1;593;132;1072;99;793;408;13,2;31,8;0,4798;;
01/04/2005;23.00.00;1,1;893;-200;3,4;675;180;955;127;853;560;13,6;30,8;0,4779;;
02/04/2005;00.00.00;1,5;965;-200;5,8;803;280;802;174;951;889;13,1;32,0;0,4817;;
02/04/2005;01.00.00;1,1;838;-200;1,9;580;167;1055;127;791;516;12,7;33,6;0,4902;;
02/04/2005;02.00.00;0,6;835;-200;1,5;546;102;1111;81;768;391;12,2;35,6;0,5038;;
02/04/2005;03.00.00;0,5;820;-200;1,4;536;92;1137;70;777;374;11,9;35,6;0,4945;;
02/04/2005;04.00.00;0,4;815;-200;0,9;488;63;1223;49;742;326;11,2;38,3;0,5099;;
02/04/2005;05.00.00;0,4;842;-200;1,4;535;59;1140;44;805;352;11,0;40,5;0,5316;;
02/04/2005;06.00.00;0,6;884;-200;2,0;587;163;999;107;863;566;10,7;42,8;0,5489;;
02/04/2005;07.00.00;0,9;922;-200;3,1;658;227;898;141;922;706;11,1;43,3;0,5720;;
02/04/2005;08.00.00;0,9;903;-200;2,5;618;183;933;121;899;575;14,2;36,9;0,5939;;
02/04/2005;09.00.00;0,8;899;-200;2,7;631;145;955;103;884;505;15,6;33,3;0,5861;;
02/04/2005;10.00.00;1,0;890;-200;2,7;634;150;952;102;856;471;16,3;30,0;0,5514;;
02/04/2005;11.00.00;0,8;877;-200;2,7;632;138;993;95;834;421;17,0;26,1;0,5036;;
02/04/2005;12.00.00;0,8;867;-200;2,4;613;134;1019;93;817;389;19,3;22,3;0,4950;;
02/04/2005;13.00.00;1,0;892;-200;2,4;614;137;986;95;843;408;20,5;21,9;0,5215;;
02/04/2005;14.00.00;0,8;889;-200;2,3;603;112;1022;80;853;382;22,0;20,2;0,5274;;
02/04/2005;15.00.00;0,8;900;-200;2,5;622;112;1008;81;861;387;21,7;20,9;0,5367;;
02/04/2005;16.00.00;0,9;910;-200;2,9;644;149;971;106;873;428;21,6;20,8;0,5292;;
02/04/2005;17.00.00;1,1;947;-200;3,5;682;159;906;113;928;488;21,0;22,3;0,5468;;
02/04/2005;18.00.00;1,1;947;-200;4,0;708;161;858;117;958;556;18,6;26,6;0,5631;;
02/04/2005;19.00.00;1,2;936;-200;3,5;685;171;866;124;942;568;15,5;33,9;0,5957;;
02/04/2005;20.00.00;1,1;925;-200;2,9;645;167;904;122;930;546;14,3;38,0;0,6162;;
02/04/2005;21.00.00;0,8;885;-200;1,8;567;116;1021;87;872;428;13,5;39,4;0,6089;;
02/04/2005;22.00.00;0,7;891;-200;1,8;567;105;1031;79;881;418;13,1;41,3;0,6184;;
02/04/2005;23.00.00;0,7;904;-200;2,1;593;125;1012;93;894;472;13,5;37,8;0,5815;;
03/04/2005;00.00.00;0,8;929;-200;2,5;617;140;953;102;898;544;13,5;37,4;0,5745;;
03/04/2005;01.00.00;0,8;951;-200;2,8;642;109;895;86;929;666;12,7;40,8;0,5977;;
03/04/2005;02.00.00;0,7;938;-200;2,7;631;99;882;77;931;679;12,0;44,2;0,6177;;
03/04/2005;03.00.00;0,8;921;-200;2,8;642;120;861;88;948;768;10,5;48,7;0,6164;;
03/04/2005;04.00.00;0,5;850;-200;2,0;583;83;955;64;914;589;10,1;49,7;0,6122;;
03/04/2005;05.00.00;0,3;811;-200;1,0;494;60;1118;46;872;470;9,6;51,0;0,6082;;
03/04/2005;06.00.00;0,4;848;-200;1,3;530;75;1072;55;901;523;9,1;52,4;0,6074;;
03/04/2005;07.00.00;0,6;882;-200;1,7;563;127;978;84;936;660;8,9;52,7;0,6034;;
03/04/2005;08.00.00;0,7;936;-200;2,4;611;134;911;89;949;741;13,5;40,0;0,6168;;
03/04/2005;09.00.00;1,2;1022;-200;4,1;715;192;806;118;1004;831;17,8;30,7;0,6205;;
03/04/2005;10.00.00;1,4;970;-200;3,4;677;166;888;113;931;613;21,1;23,7;0,5875;;
03/04/2005;11.00.00;1,3;1000;-200;5,3;779;171;805;115;1001;640;24,0;19,3;0,5673;;
03/04/2005;12.00.00;1,4;996;-200;5,3;781;177;806;124;985;631;26,5;16,4;0,5594;;
03/04/2005;13.00.00;1,0;928;-200;3,8;701;119;926;86;902;456;28,7;13,7;0,5302;;
03/04/2005;14.00.00;1,0;933;-200;4,2;722;121;899;87;890;450;28,5;13,1;0,5002;;
03/04/2005;15.00.00;1,1;956;-200;5,4;783;142;857;100;896;516;30,0;11,1;0,4624;;
03/04/2005;16.00.00;1,3;968;-200;6,3;826;197;867;132;898;548;29,4;10,4;0,4192;;
03/04/2005;17.00.00;1,4;953;-200;6,1;817;242;872;156;891;603;28,9;9,9;0,3866;;
03/04/2005;18.00.00;1,2;1015;-200;4,6;743;190;851;138;981;597;22,8;21,7;0,5945;;
03/04/2005;19.00.00;2,7;1248;-200;11,1;1018;367;599;181;1289;1167;19,9;33,0;0,7608;;
03/04/2005;20.00.00;2,5;1180;-200;7,9;894;355;636;187;1200;1372;17,5;40,7;0,8073;;
03/04/2005;21.00.00;1,5;1102;-200;6,0;812;235;693;158;1178;1042;16,4;46,6;0,8642;;
03/04/2005;22.00.00;1,6;1116;-200;5,8;803;233;696;153;1173;1055;15,5;49,0;0,8579;;
03/04/2005;23.00.00;1,2;1100;-200;5,1;769;170;722;128;1147;1049;14,3;52,5;0,8497;;
04/04/2005;00.00.00;0,9;1012;-200;3,5;683;117;801;93;1073;816;14,2;51,4;0,8275;;
04/04/2005;01.00.00;0,6;944;-200;1,9;579;70;925;58;1002;598;13,8;51,2;0,8058;;
04/04/2005;02.00.00;0,5;912;-200;1,5;544;69;959;55;1002;573;12,1;56,3;0,7927;;
04/04/2005;03.00.00;0,4;887;-200;1,1;508;62;1047;51;974;549;11,3;58,9;0,7888;;
04/04/2005;04.00.00;-200,0;864;-200;0,8;478;52;1116;43;958;489;11,8;56,0;0,7743;;
04/04/2005;05.00.00;0,5;888;-200;1,3;528;77;1077;53;987;578;10,4;59,9;0,7550;;
04/04/2005;06.00.00;1,1;1031;-200;4,4;730;182;760;93;1129;905;9,5;63,1;0,7531;;
04/04/2005;07.00.00;4,0;1384;-200;17,4;1221;594;470;155;1600;1457;9,7;61,9;0,7446;;
04/04/2005;08.00.00;5,0;1446;-200;22,4;1362;586;415;174;1777;1705;13,5;48,9;0,7553;;
04/04/2005;09.00.00;3,9;1297;-200;13,6;1102;523;507;187;1375;1583;18,2;36,3;0,7487;;
04/04/2005;10.00.00;3,1;1314;-200;13,5;1101;472;539;190;1374;1729;21,9;29,3;0,7568;;
04/04/2005;11.00.00;2,4;1163;-200;11,4;1027;353;604;179;1264;1269;24,3;23,7;0,7119;;
04/04/2005;12.00.00;2,4;1142;-200;12,4;1063;293;603;175;1241;1092;26,9;18,3;0,6406;;
04/04/2005;13.00.00;2,1;1003;-200;9,5;961;235;702;156;1041;770;28,3;13,5;0,5139;;
04/04/2005;14.00.00;2,2;1071;-200;11,9;1047;265;654;168;1129;816;28,5;13,1;0,5028;;
