Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
01/12/2004;00.00.00;2,2;1039;-200;7,5;880;273;1198;113;1251;933;9,8;79,4;0,9626;;
01/12/2004;01.00.00;1,3;886;-200;3,8;699;157;1900;94;1106;766;10,1;75,3;0,9322;;
01/12/2004;02.00.00;1,2;900;-200;3,8;701;117;1955;76;1127;749;9,1;80,0;0,9299;;
01/12/2004;03.00.00;0,9;856;-200;3,0;654;-200;2042;-200;1100;709;8,7;82,4;0,9294;;
01/12/2004;04.00.00;-200;857;-200;2,8;638;123;2061;68;1083;746;8,5;81,7;0,9074;;
01/12/2004;05.00.00;0,6;844;-200;2,5;618;100;2095;63;1064;757;8,3;80,4;0,8861;;
01/12/2004;06.00.00;0,9;927;-200;3,3;671;135;2009;74;1098;792;8,9;79,2;0,9067;;
01/12/2004;07.00.00;1,4;1007;-200;7,0;857;301;1699;96;1248;921;8,7;80,8;0,9096;;
01/12/2004;08.00.00;3,4;1318;-200;18,1;1243;641;1261;121;1638;1318;9,0;79,8;0,9203;;
01/12/2004;09.00.00;5;1396;-200;24,6;1419;849;1104;145;1799;1547;9,5;78,3;0,9338;;
01/12/2004;10.00.00;4,7;1337;-200;19,7;1288;861;1192;158;1648;1516;10,4;76,0;0,9561;;
01/12/2004;11.00.00;3,2;1202;-200;13,0;1083;629;1376;143;1410;1340;11,0;74,4;0,9736;;
01/12/2004;12.00.00;3,5;1309;-200;17,1;1212;737;1267;182;1533;1556;13,8;63,6;0,9959;;
01/12/2004;13.00.00;4;1351;-200;19,3;1278;712;1249;163;1623;1582;13,6;65,6;1,0167;;
01/12/2004;14.00.00;5,7;1501;-200;28,4;1514;933;1090;178;1898;1791;13,7;66,5;1,0380;;
01/12/2004;15.00.00;5;1426;-200;22,9;1375;836;1143;162;1751;1631;13,0;73,0;1,0860;;
01/12/2004;16.00.00;5,6;1544;-200;25,7;1446;987;1070;171;1834;1679;12,7;77,1;1,1251;;
01/12/2004;17.00.00;6,2;1566;-200;26,8;1474;985;1049;174;1887;1681;12,3;79,7;1,1342;;
01/12/2004;18.00.00;7,5;1547;-200;29,2;1532;1040;1009;185;1972;1718;12,3;78,8;1,1279;;
01/12/2004;19.00.00;3;1124;-200;11,9;1047;401;1401;126;1419;1193;12,5;72,6;1,0489;;
01/12/2004;20.00.00;2,6;1090;-200;10,1;981;279;1513;113;1390;1044;11,8;76,1;1,0544;;
01/12/2004;21.00.00;2,1;1034;-200;7,2;865;280;1732;111;1280;925;11,3;79,9;1,0697;;
01/12/2004;22.00.00;1,8;1040;-200;7,1;859;280;1705;107;1293;889;11,1;84,3;1,1137;;
01/12/2004;23.00.00;2;1060;-200;7,5;877;327;1648;107;1313;929;11,3;83,1;1,1089;;
02/12/2004;00.00.00;2,2;1076;-200;8,1;903;316;1627;102;1330;958;11,6;81,0;1,1082;;
02/12/2004;01.00.00;1,9;975;-200;5,5;787;223;1812;96;1238;844;11,7;77,8;1,0689;;
02/12/2004;02.00.00;1,6;987;-200;5,7;796;180;1789;86;1254;830;11,7;78,6;1,0813;;
02/12/2004;03.00.00;1,1;928;-200;3,8;699;-200;1930;-200;1198;785;11,9;78,2;1,0856;;
02/12/2004;04.00.00;0,9;889;-200;2,9;646;131;2047;70;1163;743;12,0;77,4;1,0825;;
02/12/2004;05.00.00;0,7;880;-200;2,4;610;101;2095;59;1150;711;12,0;78,0;1,0940;;
02/12/2004;06.00.00;0,9;919;-200;4,0;711;189;1667;74;1195;819;12,4;75,3;1,0813;;
02/12/2004;07.00.00;1,4;1073;-200;7,2;867;336;768;89;1329;981;12,5;76,4;1,1021;;
02/12/2004;08.00.00;4,2;1435;-200;21,6;1341;804;501;131;1787;1480;12,9;73,8;1,0937;;
02/12/2004;09.00.00;5;1477;-200;27,9;1501;860;444;139;1972;1691;13,3;70,7;1,0749;;
02/12/2004;10.00.00;4,4;1337;-200;19,2;1275;745;525;145;1655;1548;14,3;66,1;1,0711;;
02/12/2004;11.00.00;3,4;1308;-200;16,4;1191;685;537;137;1559;1523;15,4;63,9;1,1071;;
02/12/2004;12.00.00;2,8;1245;-200;14,8;1143;639;569;128;1531;1406;15,9;62,7;1,1273;;
02/12/2004;13.00.00;3,4;1295;-200;16,8;1205;668;538;128;1579;1476;16,4;61,9;1,1465;;
02/12/2004;14.00.00;2,9;1338;-200;16,9;1208;469;539;123;1600;1481;18,0;58,0;1,1901;;
02/12/2004;15.00.00;3,9;1405;-200;19,0;1269;605;500;136;1735;1534;19,2;57,9;1,2757;;
02/12/2004;16.00.00;4;1456;-200;19,8;1291;641;490;137;1753;1592;18,1;62,1;1,2822;;
