Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
01/02/2005;00.00.00;1,3;1038;-200;4,8;756;200;813;146;921;1317;4,2;49,4;0,4120;;
01/02/2005;01.00.00;1,1;996;-200;3,8;698;153;871;123;894;1228;4,1;50,1;0,4150;;
01/02/2005;02.00.00;1,0;995;-200;3,5;680;135;879;109;904;1201;4,1;51,5;0,4263;;
01/02/2005;03.00.00;0,9;1000;-200;3,3;670;-200;868;-200;917;1158;3,7;57,5;0,4621;;
01/02/2005;04.00.00;0,8;1042;-200;3,6;688;196;814;115;935;1204;2,5;64,8;0,4807;;
01/02/2005;05.00.00;0,9;1042;-200;3,8;701;208;795;114;945;1216;1,8;68,9;0,4878;;
01/02/2005;06.00.00;1,1;1024;-200;4,2;724;241;814;122;944;1198;2,0;64,9;0,4661;;
01/02/2005;07.00.00;1,6;1147;-200;7,7;886;417;702;149;1056;1381;2,2;65,3;0,4730;;
01/02/2005;08.00.00;3,7;1496;-200;20,0;1298;896;492;187;1441;1873;3,1;64,0;0,4938;;
01/02/2005;09.00.00;4,8;1541;-200;22,1;1353;966;449;198;1492;2112;3,7;61,7;0,4967;;
01/02/2005;10.00.00;4,1;1491;-200;17,2;1215;878;503;196;1343;2038;4,4;58,8;0,4979;;
01/02/2005;11.00.00;4,5;1533;-200;21,4;1334;985;466;218;1434;2118;5,8;54,1;0,5020;;
01/02/2005;12.00.00;4,5;1507;-200;19,8;1292;1017;479;227;1379;2110;7,3;50,8;0,5226;;
01/02/2005;13.00.00;3,7;1451;-200;18,8;1264;683;497;181;1408;1965;9,5;47,2;0,5589;;
01/02/2005;14.00.00;4,2;1432;-200;18,8;1264;660;487;179;1476;1888;11,8;44,4;0,6118;;
01/02/2005;15.00.00;3,3;1408;-200;16,7;1202;492;506;151;1411;1774;12,7;45,5;0,6648;;
01/02/2005;16.00.00;3,2;1377;-200;14,4;1129;497;540;162;1392;1626;13,5;44,8;0,6898;;
01/02/2005;17.00.00;3,6;1454;-200;16,3;1190;562;508;165;1434;1761;12,3;48,9;0,6967;;
01/02/2005;18.00.00;3,5;1268;-200;14,4;1128;539;573;173;1255;1533;10,8;40,3;0,5201;;
01/02/2005;19.00.00;4,1;1259;-200;17,0;1211;502;559;188;1243;1531;9,4;36,7;0,4324;;
01/02/2005;20.00.00;4,0;1261;-200;14,8;1143;452;595;186;1208;1477;8,3;39,5;0,4318;;
