Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
01/09/2004;00.00.00;1,9;1046;-200;9,5;960;189;671;96;1637;899;23,7;55,4;1,6031;;
01/09/2004;01.00.00;1,3;953;-200;7,0;858;136;742;79;1544;780;22,8;58,5;1,5992;;
01/09/2004;02.00.00;0,7;864;-200;3,3;673;83;947;61;1412;636;22,8;58,5;1,5985;;
01/09/2004;03.00.00;0,5;829;-200;2,6;628;-200;994;-200;1378;577;22,3;59,7;1,5889;;
01/09/2004;04.00.00;0,5;838;-200;2,8;639;72;963;48;1391;596;20,8;64,9;1,5710;;
01/09/2004;05.00.00;0,6;913;-200;4,3;728;121;802;63;1418;887;19,7;66,8;1,5184;;
01/09/2004;06.00.00;1,3;1039;-200;8,5;921;268;687;92;1556;1115;19,8;64,3;1,4678;;
01/09/2004;07.00.00;3,6;1252;-200;20,9;1320;451;499;99;2001;1374;20,6;62,3;1,4915;;
01/09/2004;08.00.00;4,9;1410;-200;35,2;1669;458;393;117;2555;1644;23,2;54,0;1,5143;;
01/09/2004;09.00.00;3,9;1217;-200;18,7;1261;487;533;142;1941;1375;26,3;43,1;1,4542;;
01/09/2004;10.00.00;2,2;1114;-200;12,8;1077;319;633;121;1705;1199;29,1;35,4;1,4008;;
01/09/2004;11.00.00;1,9;1026;-200;11,2;1020;269;689;122;1603;992;30,0;31,6;1,3176;;
01/09/2004;12.00.00;2,2;1051;-200;13,3;1094;224;646;108;1675;966;32,4;26,3;1,2594;;
01/09/2004;13.00.00;2;1027;-200;11,3;1024;162;700;80;1588;814;31,3;29,1;1,3054;;
01/09/2004;14.00.00;1,7;996;-200;10,4;992;189;722;93;1580;727;31,1;28,6;1,2718;;
01/09/2004;15.00.00;2;1028;-200;12,3;1060;213;686;108;1601;806;33,3;24,4;1,2320;;
01/09/2004;16.00.00;2,1;1030;-200;12,3;1060;245;705;118;1588;852;35,5;21,2;1,2022;;
01/09/2004;17.00.00;3,2;1133;-200;19,4;1280;341;595;149;1791;1093;34,6;22,0;1,1890;;
01/09/2004;18.00.00;4;1180;-200;21,5;1339;382;567;171;1868;1211;33,3;23,6;1,1842;;
01/09/2004;19.00.00;4,4;1261;-200;25,7;1446;358;528;154;2061;1346;30,0;28,5;1,1896;;
01/09/2004;20.00.00;3;1093;-200;14,5;1133;288;599;122;1708;1200;28,0;33,0;1,2264;;
01/09/2004;21.00.00;2,2;1068;-200;11,4;1029;252;650;126;1612;1192;27,2;37,4;1,3279;;
01/09/2004;22.00.00;1,7;1031;-200;9,5;958;201;700;121;1560;1074;26,6;39,9;1,3657;;
01/09/2004;23.00.00;1,9;1055;-200;11,6;1037;225;635;125;1632;1161;25,3;41,7;1,3247;;
02/09/2004;00.00.00;2;1060;-200;11,4;1029;242;622;126;1663;1210;24,3;44,7;1,3432;;
02/09/2004;01.00.00;1,5;962;-200;7,5;880;167;726;96;1484;1050;24,4;45,6;1,3779;;
02/09/2004;02.00.00;0,8;874;-200;5,3;776;99;846;73;1416;873;23,1;49,9;1,3891;;
02/09/2004;03.00.00;0,6;832;-200;3,1;661;-200;977;-200;1312;766;22,7;51,3;1,3977;;
02/09/2004;04.00.00;0,6;834;-200;4,0;709;87;907;65;1348;835;21,8;54,1;1,4004;;
02/09/2004;05.00.00;0,7;865;-200;4,6;745;164;866;90;1394;901;21,0;56,9;1,3999;;
02/09/2004;06.00.00;0,8;903;-200;5,8;803;87;819;58;1471;853;21,8;55,5;1,4323;;
02/09/2004;07.00.00;2,9;1236;-200;20,0;1297;93;542;27;1997;1321;21,6;57,2;1,4607;;
02/09/2004;08.00.00;5,2;1464;-200;30,0;1552;417;419;67;2366;1738;22,8;54,2;1,4886;;
02/09/2004;09.00.00;3,3;1258;-200;18,7;1261;406;514;96;1940;1603;26,2;45,0;1,5098;;
02/09/2004;10.00.00;-200;1203;-200;15,8;1174;-200;577;-200;1824;1426;30,8;34,8;1,5165;;
02/09/2004;11.00.00;-200;1156;-200;14,3;1127;-200;616;-200;1767;1295;34,1;28,8;1,5105;;
02/09/2004;12.00.00;-200;1106;-200;14,4;1130;-200;623;-200;1726;1093;35,9;24,7;1,4370;;
02/09/2004;13.00.00;-200;1008;-200;11,6;1037;-200;697;-200;1587;803;33,7;25,1;1,2915;;
02/09/2004;14.00.00;-200;1011;-200;11,1;1017;-200;704;-200;1569;738;34,4;24,0;1,2790;;
02/09/2004;15.00.00;-200;1049;-200;13,5;1100;-200;667;-200;1635;870;36,4;20,3;1,2140;;
02/09/2004;16.00.00;-200;1053;-200;13,7;1108;-200;694;-200;1570;873;38,7;17,3;1,1729;;
02/09/2004;17.00.00;-200;1088;-200;15,3;1159;-200;666;-200;1626;889;37,2;18,9;1,1774;;
02/09/2004;18.00.00;-200;1248;-200;26,0;1454;-200;550;-200;1917;1599;36,1;20,0;1,1767;;
02/09/2004;19.00.00;-200;1374;-200;28,6;1517;-200;490;-200;2069;1704;32,8;29,4;1,4344;;
02/09/2004;20.00.00;-200;1213;-200;17,0;1210;-200;572;-200;1809;1424;30,0;35,9;1,4958;;
02/09/2004;21.00.00;-200;1108;-200;12,0;1051;-200;640;-200;1616;1199;28,7;38,2;1,4794;;
02/09/2004;22.00.00;-200;1071;-200;10,1;982;-200;649;-200;1557;1099;28,1;40,4;1,5120;;
02/09/2004;23.00.00;-200;1044;-200;9,7;967;-200;672;-200;1540;1133;27,4;41,4;1,4877;;
03/09/2004;00.00.00;-200;1045;-200;9,6;964;-200;666;-200;1554;1140;26,4;44,0;1,4919;;
03/09/2004;01.00.00;-200;1004;-200;8,5;921;-200;699;-200;1495;1092;24,9;47,9;1,4855;;
03/09/2004;02.00.00;-200;944;-200;5,7;796;-200;784;-200;1407;1021;24,0;50,3;1,4760;;
03/09/2004;03.00.00;-200;868;-200;3,1;657;-200;921;-200;1356;764;25,2;47,9;1,5129;;
03/09/2004;04.00.00;-200;850;-200;2,7;632;-200;954;-200;1316;803;24,2;50,6;1,5011;;
03/09/2004;05.00.00;-200;873;-200;3,3;668;-200;911;-200;1354;744;23,1;55,0;1,5357;;
03/09/2004;06.00.00;-200;905;-200;5,1;766;-200;842;-200;1438;818;22,9;56,2;1,5522;;
03/09/2004;07.00.00;-200;1249;-200;18,0;1239;-200;540;-200;1953;1285;22,0;59,3;1,5523;;
03/09/2004;08.00.00;-200;1488;-200;34,5;1653;-200;388;-200;2537;1782;23,7;54,0;1,5627;;
03/09/2004;09.00.00;-200;1300;-200;20,0;1296;-200;489;-200;1989;1639;26,7;45,7;1,5747;;
03/09/2004;10.00.00;-200;1311;-200;18,9;1267;-200;524;-200;1941;1662;31,4;34,5;1,5599;;
03/09/2004;11.00.00;-200;1232;-200;17,0;1210;-200;565;-200;1832;1478;34,5;28,5;1,5324;;
03/09/2004;12.00.00;-200;1113;-200;13,4;1096;-200;635;-200;1636;1050;36,4;23,6;1,4064;;
03/09/2004;13.00.00;-200;1048;-200;11,2;1021;-200;698;-200;1570;846;35,1;23,2;1,2884;;
03/09/2004;14.00.00;-200;1054;-200;11,6;1036;-200;697;-200;1585;830;35,7;22,2;1,2765;;
03/09/2004;15.00.00;-200;1104;-200;13,5;1102;-200;670;-200;1609;1480;37,6;19,6;1,2534;;
03/09/2004;16.00.00;-200;1130;-200;13,9;1113;-200;674;-200;1623;1127;38,8;17,6;1,1979;;
03/09/2004;17.00.00;4,6;1229;-200;21,9;1348;-200;565;-200;1830;1445;39,3;16,0;1,1138;;
03/09/2004;18.00.00;4,3;1347;-200;23,2;1382;-200;529;-200;1961;1543;37,0;23,6;1,4639;;
03/09/2004;19.00.00;4,9;1424;-200;24,5;1417;-200;488;-200;2092;1674;33,2;30,1;1,5095;;
03/09/2004;20.00.00;4;1305;-200;16,3;1188;-200;546;-200;1843;1524;31,0;33,1;1,4620;;
03/09/2004;21.00.00;2,6;1180;-200;13,1;1088;-200;619;-200;1662;1339;29,5;33,4;1,3562;;
03/09/2004;22.00.00;1,3;1029;-200;8,1;904;-200;709;-200;1460;992;29,1;36,7;1,4502;;
03/09/2004;23.00.00;1,5;1080;-200;8,1;902;-200;702;-200;1516;1048;27,8;40,7;1,5002;;
04/09/2004;00.00.00;2,2;1197;-200;11,4;1029;-200;601;-200;1628;1362;26,0;45,3;1,4999;;
04/09/2004;01.00.00;1,2;1006;-200;6,7;845;-200;738;-200;1430;978;25,8;45,4;1,4870;;
04/09/2004;02.00.00;0,9;987;-200;6,2;820;-200;772;-200;1400;935;25,4;45,9;1,4684;;
04/09/2004;03.00.00;0,8;958;-200;4,5;735;-200;816;-200;1409;906;25,2;46,4;1,4640;;
04/09/2004;04.00.00;0,8;962;-200;4,7;747;-200;813;-200;1431;913;23,0;52,7;1,4568;;
04/09/2004;05.00.00;0,8;958;-200;4,6;744;-200;809;-200;1419;903;22,1;54,5;1,4337;;
04/09/2004;06.00.00;1;976;-200;5,3;780;-200;795;-200;1467;898;22,5;53,6;1,4422;;
04/09/2004;07.00.00;1,7;1088;-200;9,1;945;-200;636;-200;1613;1165;22,0;55,4;1,4436;;
04/09/2004;08.00.00;1,9;1159;-200;11,0;1016;-200;595;-200;1681;1260;23,4;51,6;1,4639;;
04/09/2004;09.00.00;2;1156;-200;10,3;988;-200;615;-200;1634;1250;26,7;43,0;1,4808;;
04/09/2004;10.00.00;2,2;1202;-200;11,2;1021;-200;649;-200;1644;1226;31,3;32,9;1,4771;;
04/09/2004;11.00.00;2,3;1226;-200;12,9;1080;-200;622;-200;1697;1188;34,8;27,1;1,4837;;
04/09/2004;12.00.00;2,3;1181;-200;13,2;1091;-200;638;-200;1637;1072;38,3;21,5;1,4263;;
04/09/2004;13.00.00;1,8;1062;-200;9,8;969;-200;729;-200;1459;782;37,1;21,2;1,3107;;
04/09/2004;14.00.00;1,4;1013;-200;7,9;897;-200;798;-200;1351;594;37,3;20,3;1,2771;;
04/09/2004;15.00.00;1,6;1029;-200;8,3;913;-200;787;-200;1373;607;38,3;19,3;1,2736;;
04/09/2004;16.00.00;2,3;1144;-200;11,9;1046;-200;682;-200;1564;879;40,7;17,0;1,2793;;
04/09/2004;17.00.00;2,4;1159;-200;12,3;1059;-200;664;-200;1580;945;39,5;18,5;1,3076;;
04/09/2004;18.00.00;2,1;1113;-200;10,0;978;-200;705;-200;1538;946;36,6;22,6;1,3664;;
04/09/2004;19.00.00;1,8;1100;-200;9,1;944;-200;730;-200;1524;882;32,8;28,2;1,3842;;
04/09/2004;20.00.00;1,7;1037;-200;7,8;890;-200;765;-200;1408;735;30,7;30,7;1,3338;;
04/09/2004;21.00.00;1,9;1055;-200;10,3;988;-200;720;-200;1490;874;30,1;28,7;1,2052;;
04/09/2004;22.00.00;1,6;980;-200;8,0;901;-200;812;-200;1369;731;29,7;25,4;1,0440;;
04/09/2004;23.00.00;2,6;1083;-200;13,3;1094;-200;706;-200;1537;926;29,6;24,3;0,9889;;
05/09/2004;00.00.00;5,8;1399;-200;30,3;1558;-200;473;-200;2052;1652;28,0;29,1;1,0846;;
05/09/2004;01.00.00;3;1194;-200;18,5;1255;-200;555;-200;1694;1452;27,2;33,3;1,1788;;
05/09/2004;02.00.00;1,5;970;-200;7,3;870;-200;792;-200;1376;943;27,5;30,9;1,1155;;
05/09/2004;03.00.00;0,9;898;-200;4,2;721;-200;912;-200;1264;594;27,1;33,3;1,1762;;
05/09/2004;04.00.00;1,1;929;-200;5,1;769;-200;879;-200;1335;607;26,4;35,1;1,1919;;
05/09/2004;05.00.00;0,9;913;-200;4,4;734;-200;864;-200;1338;646;25,6;37,6;1,2131;;
05/09/2004;06.00.00;0,7;854;-200;2,2;600;-200;1102;-200;1252;542;25,4;38,6;1,2352;;
05/09/2004;07.00.00;0,6;881;-200;2,9;647;-200;964;-200;1250;550;25,5;38,2;1,2296;;
05/09/2004;08.00.00;0,7;867;-200;2,5;618;-200;1042;-200;1231;488;27,0;34,3;1,2089;;
05/09/2004;09.00.00;0,8;885;-200;2,8;638;-200;1059;-200;1248;484;29,9;29,6;1,2296;;
05/09/2004;10.00.00;0,9;899;-200;3,0;654;-200;1037;-200;1254;481;31,9;26,8;1,2477;;
05/09/2004;11.00.00;1;886;-200;2,7;633;-200;1071;-200;1214;453;33,0;23,5;1,1583;;
05/09/2004;12.00.00;0,9;864;-200;3,0;651;-200;1096;-200;1193;443;34,5;19,3;1,0369;;
05/09/2004;13.00.00;0,7;822;-200;2,4;611;-200;1191;-200;1138;403;33,2;19,0;0,9533;;
05/09/2004;14.00.00;0,6;810;-200;2,2;597;-200;1255;-200;1106;361;32,2;20,5;0,9699;;
05/09/2004;15.00.00;0,6;784;-200;1,9;576;-200;1327;-200;1060;342;32,6;17,5;0,8467;;
05/09/2004;16.00.00;0,8;823;-200;2,7;633;-200;1228;-200;1103;366;33,0;17,5;0,8683;;
05/09/2004;17.00.00;0,9;863;-200;3,4;678;-200;1153;-200;1139;434;32,9;17,5;0,8622;;
05/09/2004;18.00.00;1,1;880;-200;4,3;728;-200;1046;-200;1167;514;31,6;18,0;0,8243;;
05/09/2004;19.00.00;1,7;951;-200;7,0;859;-200;897;-200;1267;718;29,3;20,4;0,8162;;
05/09/2004;20.00.00;1,5;942;-200;5,5;786;-200;930;-200;1245;705;27,8;24,4;0,9002;;
05/09/2004;21.00.00;1,6;988;-200;7,0;859;-200;845;-200;1341;799;27,1;26,9;0,9524;;
05/09/2004;22.00.00;1,7;1008;-200;6,7;845;-200;832;-200;1349;856;26,3;29,5;0,9959;;
05/09/2004;23.00.00;1,3;965;-200;5,1;769;-200;878;-200;1315;667;25,9;32,9;1,0826;;
06/09/2004;00.00.00;1,3;957;-200;4,1;717;-200;911;-200;1322;579;25,3;36,9;1,1764;;
06/09/2004;01.00.00;1;921;-200;3,2;666;-200;954;-200;1288;480;24,8;40,1;1,2378;;
06/09/2004;02.00.00;0,6;854;-200;1,7;562;-200;1106;-200;1224;400;24,3;42,9;1,2906;;
06/09/2004;03.00.00;0,5;826;-200;1,0;504;-200;1250;-200;1204;385;24,0;45,5;1,3404;;
06/09/2004;04.00.00;-200;828;-200;1,0;501;-200;1281;-200;1189;385;23,9;47,4;1,3881;;
06/09/2004;05.00.00;0,4;892;-200;1,9;580;-200;1076;-200;1271;516;23,5;49,1;1,3991;;
06/09/2004;06.00.00;0,7;954;-200;3,1;660;-200;938;-200;1342;728;23,7;49,2;1,4195;;
06/09/2004;07.00.00;1,8;1120;-200;7,8;890;-200;728;-200;1546;1035;23,6;49,6;1,4247;;
06/09/2004;08.00.00;1,9;1096;-200;8,5;921;-200;716;-200;1534;988;24,3;45,4;1,3650;;
06/09/2004;09.00.00;1,7;1058;-200;8,0;898;-200;749;-200;1470;977;26,3;38,3;1,2932;;
06/09/2004;10.00.00;1,3;977;-200;5,7;800;-200;843;-200;1372;778;27,6;34,2;1,2464;;
06/09/2004;11.00.00;1,4;977;-200;6,6;840;-200;827;-200;1390;736;29,2;29,1;1,1586;;
06/09/2004;12.00.00;1,3;943;-200;5,3;777;-200;880;-200;1333;632;29,2;28,6;1,1423;;
06/09/2004;13.00.00;1,4;964;-200;6,0;814;-200;850;-200;1369;689;29,4;28,3;1,1434;;
06/09/2004;14.00.00;1,2;953;-200;5,4;781;-200;889;-200;1356;641;29,8;28,0;1,1558;;
06/09/2004;15.00.00;1,3;967;-200;6,1;814;-200;854;-200;1385;703;30,1;26,7;1,1217;;
06/09/2004;16.00.00;1,5;996;-200;6,7;843;-200;840;-200;1394;765;30,1;27,2;1,1406;;
06/09/2004;17.00.00;2,3;1091;-200;11,7;1039;-200;699;-200;1586;923;29,6;27,5;1,1229;;
06/09/2004;18.00.00;2,6;1114;-200;13,5;1101;-200;663;-200;1632;1057;29,6;27,7;1,1278;;
06/09/2004;19.00.00;2,9;1133;-200;13,5;1101;-200;647;-200;1669;1105;28,0;30,1;1,1226;;
06/09/2004;20.00.00;1,8;1031;-200;8,5;921;-200;731;-200;1490;897;26,8;33,8;1,1723;;
06/09/2004;21.00.00;1,3;952;-200;5,5;787;-200;856;-200;1342;723;25,7;35,8;1,1600;;
06/09/2004;22.00.00;1,3;949;-200;5,8;804;-200;835;-200;1365;740;25,4;35,2;1,1255;;
06/09/2004;23.00.00;1,2;932;-200;4,8;752;-200;889;-200;1310;687;25,0;37,3;1,1614;;
07/09/2004;00.00.00;1,2;966;-200;5,2;774;-200;859;-200;1352;644;24,6;40,5;1,2362;;
07/09/2004;01.00.00;0,8;888;-200;3,0;653;-200;973;-200;1272;497;24,2;43,8;1,3057;;
07/09/2004;02.00.00;0,6;847;-200;2,7;634;-200;1012;-200;1258;525;24,0;43,7;1,2876;;
07/09/2004;03.00.00;0,6;856;-200;3,6;687;-200;955;-200;1260;726;21,9;48,3;1,2522;;
07/09/2004;04.00.00;0,6;881;-200;4,4;735;-200;876;-200;1308;783;22,4;47,2;1,2593;;
07/09/2004;05.00.00;0,7;882;-200;4,0;711;-200;936;-200;1310;741;22,9;46,5;1,2861;;
07/09/2004;06.00.00;1,3;1016;-200;7,7;888;169;776;64;1485;1040;23,1;47,0;1,3122;;
07/09/2004;07.00.00;2,5;1228;-200;13,9;1113;231;628;72;1719;1324;23,7;46,2;1,3376;;
07/09/2004;08.00.00;3,4;1311;-200;22,0;1350;232;529;73;1957;1486;25,8;41,9;1,3688;;
07/09/2004;09.00.00;2,1;1081;-200;10,2;983;145;703;64;1546;1079;27,3;38,3;1,3669;;
07/09/2004;10.00.00;2,2;1104;-200;10,4;993;170;705;74;1539;1081;31,0;29,1;1,2885;;
07/09/2004;11.00.00;1,7;991;-200;8,0;898;214;787;89;1412;806;31,6;25,5;1,1638;;
07/09/2004;12.00.00;2,1;1008;-200;10,1;980;-200;755;-200;1465;825;32,5;21,2;1,0173;;
07/09/2004;13.00.00;2,2;986;-200;10,7;1005;-200;752;-200;1439;907;31,7;20,5;0,9428;;
07/09/2004;14.00.00;1,4;948;-200;7,9;893;-200;828;-200;1374;768;31,5;21,5;0,9768;;
07/09/2004;15.00.00;1,4;919;-200;7,1;862;-200;851;-200;1293;697;31,6;20,8;0,9562;;
07/09/2004;16.00.00;1,6;958;-200;9,0;940;-200;820;-200;1380;728;32,4;19,4;0,9279;;
