Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
01/06/2004;00.00.00;0,3;922;-200;4,7;750;46;1085;45;1585;685;18,6;75,7;1,6074;;
01/06/2004;01.00.00;-200;830;-200;2,9;644;17;1235;23;1487;524;19,6;68,4;1,5443;;
01/06/2004;02.00.00;-200;805;-200;2,0;583;18;1339;26;1494;527;18,0;76,4;1,5608;;
01/06/2004;03.00.00;-200;760;-200;1,1;505;-200;1527;-200;1413;452;17,3;77,2;1,5104;;
01/06/2004;04.00.00;-200;783;-200;1,3;529;16;1437;24;1435;466;16,5;82,3;1,5318;;
01/06/2004;05.00.00;0,1;854;-200;2,4;613;39;1272;41;1515;565;16,8;81,3;1,5452;;
01/06/2004;06.00.00;0,3;985;-200;6,1;816;107;987;65;1677;799;17,3;78,6;1,5412;;
01/06/2004;07.00.00;1,4;1225;-200;12,5;1067;190;760;94;1922;1102;16,9;80,9;1,5472;;
01/06/2004;08.00.00;2,7;1313;-200;19,5;1283;236;671;100;2180;1299;17,1;79,8;1,5420;;
01/06/2004;09.00.00;2,3;1199;-200;15,2;1156;227;758;103;1958;1272;18,5;70,3;1,4826;;
01/06/2004;10.00.00;1,8;1182;-200;12,0;1051;211;829;89;1870;1206;19,6;66,7;1,5023;;
01/06/2004;11.00.00;1,6;1173;-200;12,4;1063;201;814;86;1905;1218;20,4;63,1;1,4969;;
01/06/2004;12.00.00;1,9;1259;-200;15,9;1178;191;722;89;2060;1367;21,6;61,8;1,5775;;
01/06/2004;13.00.00;2,5;1263;-200;15,7;1171;192;759;88;2029;1290;24,0;49,3;1,4509;;
01/06/2004;14.00.00;1,6;1156;-200;13,5;1100;143;800;73;1884;1175;25,7;43,8;1,4262;;
01/06/2004;15.00.00;1,5;1167;-200;12,4;1065;148;808;78;1886;1139;24,6;47,5;1,4487;;
01/06/2004;16.00.00;2,5;1278;-200;17,1;1213;183;733;95;2041;1293;24,8;47,4;1,4628;;
01/06/2004;17.00.00;3,6;1342;-200;22,0;1351;216;657;109;2201;1419;23,7;50,5;1,4636;;
01/06/2004;18.00.00;3,5;1353;-200;19,9;1292;184;683;95;2178;1326;23,0;53,8;1,4968;;
01/06/2004;19.00.00;4,8;1501;-200;27,9;1501;248;588;101;2486;1517;21,5;65,8;1,6688;;
01/06/2004;20.00.00;3,7;1355;-200;19,7;1289;221;678;88;2158;1391;21,0;66,9;1,6436;;
01/06/2004;21.00.00;2,1;1230;-200;15,7;1169;159;737;77;2020;1275;20,6;68,1;1,6329;;
01/06/2004;22.00.00;1,6;1148;-200;12,0;1048;136;822;75;1883;1168;20,5;66,9;1,5914;;
01/06/2004;23.00.00;2,2;1171;-200;13,1;1088;168;822;81;1889;1132;20,2;65,2;1,5251;;
02/06/2004;00.00.00;0,8;1021;-200;9,2;949;95;927;57;1764;977;19,5;68,0;1,5269;;
02/06/2004;01.00.00;-200;964;-200;7,5;877;70;958;49;1692;942;19,9;66,4;1,5203;;
02/06/2004;02.00.00;-200;887;-200;4,9;758;43;1094;38;1622;804;19,1;69,0;1,5043;;
02/06/2004;03.00.00;-200;885;-200;5,2;773;-200;1051;-200;1641;805;18,5;70,7;1,4962;;
02/06/2004;04.00.00;-200;830;-200;3,2;662;30;1217;31;1556;704;18,9;67,8;1,4689;;
02/06/2004;05.00.00;-200;792;-200;2,4;611;22;1280;23;1529;657;20,0;63,7;1,4742;;
02/06/2004;06.00.00;-200;813;-200;2,8;639;25;1267;22;1538;655;19,8;64,7;1,4769;;
02/06/2004;07.00.00;-200;890;-200;3,9;703;48;1145;33;1601;751;19,7;65,3;1,4843;;
02/06/2004;08.00.00;-200;984;-200;6,9;854;73;964;43;1751;885;20,8;62,0;1,5002;;
02/06/2004;09.00.00;-200;1043;-200;8,5;920;95;925;53;1777;955;22,2;56,6;1,4973;;
02/06/2004;10.00.00;-200;1054;-200;8,9;936;86;915;54;1791;962;24,3;49,0;1,4724;;
02/06/2004;11.00.00;-200;1063;-200;8,8;930;102;925;62;1749;957;25,0;46,5;1,4492;;
02/06/2004;12.00.00;-200;978;-200;7,4;873;80;1003;53;1669;788;28,9;34,8;1,3603;;
02/06/2004;13.00.00;-200;887;-200;4,7;748;36;1141;34;1560;596;29,6;33,4;1,3581;;
02/06/2004;14.00.00;-200;887;-200;4,8;754;32;1164;30;1523;560;30,9;30,7;1,3493;;
02/06/2004;15.00.00;-200;977;-200;6,8;850;46;1035;37;1645;701;31,8;31,0;1,4286;;
02/06/2004;16.00.00;-200;1043;-200;8,9;934;61;929;47;1707;811;31,4;31,2;1,4127;;
02/06/2004;17.00.00;-200;1010;-200;8,1;902;59;966;44;1676;724;28,9;35,7;1,3985;;
02/06/2004;18.00.00;-200;1094;-200;10,5;996;76;876;53;1807;864;27,2;42,5;1,5135;;
02/06/2004;19.00.00;-200;1223;-200;14,8;1142;145;778;88;1965;1084;26,2;46,4;1,5573;;
02/06/2004;20.00.00;-200;1109;-200;11,8;1042;140;834;95;1888;998;24,5;51,0;1,5454;;
02/06/2004;21.00.00;-200;1026;-200;8,7;927;102;915;82;1781;878;22,8;56,1;1,5353;;
02/06/2004;22.00.00;-200;1036;-200;8,7;928;89;914;59;1787;909;21,9;60,9;1,5799;;
02/06/2004;23.00.00;-200;963;-200;6,9;853;62;995;43;1732;789;21,7;61,0;1,5617;;
03/06/2004;00.00.00;-200;996;-200;7,3;868;69;957;51;1741;857;20,8;64,8;1,5680;;
03/06/2004;01.00.00;-200;999;-200;6,9;853;63;951;49;1756;885;20,3;70,9;1,6699;;
03/06/2004;02.00.00;-200;893;-200;4,6;741;31;1056;36;1664;743;18,9;79,0;1,7040;;
03/06/2004;03.00.00;-200;730;-200;1,3;530;-200;1517;-200;1362;445;18,1;64,6;1,3276;;
03/06/2004;04.00.00;-200;753;-200;1,7;562;17;1420;24;1414;454;18,6;64,5;1,3655;;
03/06/2004;05.00.00;-200;825;-200;3,2;663;61;1203;58;1504;610;17,6;67,4;1,3460;;
03/06/2004;06.00.00;-200;1012;-200;10,1;982;184;882;73;1796;1024;17,6;67,6;1,3479;;
03/06/2004;07.00.00;-200;1221;-200;19,9;1293;248;688;74;2144;1316;19,0;61,7;1,3393;;
03/06/2004;08.00.00;-200;1215;-200;20,2;1303;220;694;97;2180;1358;20,0;57,4;1,3268;;
03/06/2004;09.00.00;-200;1234;-200;20,8;1318;243;714;108;2108;2202;22,6;45,9;1,2418;;
03/06/2004;10.00.00;-200;1138;-200;15,1;1152;164;798;93;1877;1947;27,3;34,3;1,2284;;
03/06/2004;11.00.00;-200;987;-200;10,9;1009;-200;914;-200;1697;1227;27,4;31,0;1,1184;;
03/06/2004;12.00.00;-200;980;-200;11,1;1019;-200;921;-200;1720;950;26,2;33,6;1,1244;;
03/06/2004;13.00.00;-200;966;-200;12,1;1054;-200;885;-200;1742;917;26,8;32,4;1,1263;;
03/06/2004;14.00.00;-200;905;-200;8,6;923;-200;1025;-200;1582;707;28,7;27,7;1,0710;;
03/06/2004;15.00.00;-200;903;-200;9,7;968;-200;992;-200;1565;740;28,7;25,0;0,9684;;
03/06/2004;16.00.00;-200;914;-200;11,0;1014;-200;988;-200;1597;775;29,1;22,3;0,8811;;
03/06/2004;17.00.00;-200;1050;-200;16,6;1199;-200;849;-200;1781;1035;29,0;24,5;0,9655;;
03/06/2004;18.00.00;-200;1043;-200;14,7;1139;-200;876;-200;1756;1001;27,2;28,3;1,0016;;
03/06/2004;19.00.00;-200;1125;-200;19,5;1283;-200;792;-200;1899;1101;25,3;30,0;0,9520;;
03/06/2004;20.00.00;-200;1058;-200;14,5;1134;-200;855;-200;1797;1034;24,1;34,8;1,0333;;
03/06/2004;21.00.00;-200;951;-200;7,8;892;-200;1015;-200;1611;786;23,0;43,1;1,1993;;
03/06/2004;22.00.00;-200;944;-200;7,8;891;-200;1016;-200;1593;844;22,1;43,9;1,1521;;
03/06/2004;23.00.00;-200;959;-200;7,8;892;-200;996;-200;1616;866;21,0;48,1;1,1780;;
04/06/2004;00.00.00;-200;974;-200;8,5;919;-200;976;-200;1638;909;20,6;49,2;1,1754;;
04/06/2004;01.00.00;-200;880;-200;5,7;799;-200;1097;-200;1533;724;21,2;47,6;1,1799;;
04/06/2004;02.00.00;-200;853;-200;4,5;740;-200;1146;-200;1526;715;21,0;50,1;1,2338;;
04/06/2004;03.00.00;-200;912;-200;5,6;795;-200;1042;-200;1564;827;20,1;53,1;1,2342;;
04/06/2004;04.00.00;-200;863;-200;4,6;745;-200;1098;-200;1496;786;19,0;54,0;1,1745;;
04/06/2004;05.00.00;-200;729;-200;1,2;520;-200;1570;-200;1318;445;19,2;51,1;1,1240;;
04/06/2004;06.00.00;-200;830;-200;3,4;674;-200;1246;-200;1459;607;19,2;53,1;1,1662;;
04/06/2004;07.00.00;-200;1198;-200;17,0;1209;-200;779;-200;2058;1213;20,6;49,0;1,1748;;
04/06/2004;08.00.00;-200;971;-200;10,0;977;-200;921;-200;1667;910;21,8;41,9;1,0770;;
04/06/2004;09.00.00;-200;885;-200;6,0;812;-200;1100;-200;1495;675;22,8;37,6;1,0315;;
04/06/2004;10.00.00;-200;862;-200;5,7;798;-200;1148;-200;1456;582;24,8;31,3;0,9646;;
