Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
01/01/2005;00.00.00;-200;1046;-200;4,2;724;-200;848;-200;898;1201;8,2;40,1;0,4375;;
01/01/2005;01.00.00;1,6;1275;-200;8,8;930;215;649;106;1024;1617;5,3;50,7;0,4564;;
01/01/2005;02.00.00;2,5;1173;-200;7,5;878;300;738;129;1002;1355;5,9;50,0;0,4689;;
01/01/2005;03.00.00;2,7;1163;-200;7,6;881;-200;748;-200;1001;1296;4,9;53,9;0,4693;;
01/01/2005;04.00.00;1,9;1054;-200;5,6;791;253;830;126;967;1131;4,3;55,3;0,4650;;
01/01/2005;05.00.00;1,4;1004;-200;4,8;753;181;879;106;942;1036;4,2;57,1;0,4759;;
01/01/2005;06.00.00;1,5;1001;-200;5,3;777;171;859;99;954;1009;3,5;58,3;0,4636;;
01/01/2005;07.00.00;1,4;974;-200;4,5;736;168;888;97;945;966;3,0;60,7;0,4667;;
01/01/2005;08.00.00;1,1;915;-200;3,0;653;169;973;94;905;901;2,6;63,2;0,4721;;
01/01/2005;09.00.00;1,0;939;-200;3,0;649;145;996;86;897;879;3,9;59,0;0,4807;;
01/01/2005;10.00.00;1,2;973;-200;4,7;748;190;878;97;968;991;4,7;57,2;0,4932;;
01/01/2005;11.00.00;1,7;1011;-200;5,4;782;225;846;113;992;1019;6,8;48,6;0,4822;;
01/01/2005;12.00.00;2,3;1097;-200;7,4;875;261;778;125;1080;1151;8,6;43,6;0,4887;;
01/01/2005;13.00.00;2,2;1149;-200;8,4;914;382;742;147;1072;1242;9,5;41,2;0,4908;;
01/01/2005;14.00.00;2,4;1117;-200;8,9;934;357;721;153;1075;1206;10,9;35,9;0,4680;;
01/01/2005;15.00.00;2,2;1085;-200;7,9;896;299;760;147;1049;1138;12,5;32,3;0,4670;;
01/01/2005;16.00.00;2,1;1102;-200;7,7;885;313;772;139;1051;1142;12,8;32,6;0,4814;;
01/01/2005;17.00.00;3,0;1281;-200;12,1;1053;510;659;165;1192;1438;10,9;39,7;0,5166;;
01/01/2005;18.00.00;4,7;1472;-200;16,6;1198;832;555;191;1344;1735;9,0;51,8;0,5961;;
01/01/2005;19.00.00;3,6;1328;-200;11,4;1029;622;637;172;1188;1611;8,1;54,1;0,5882;;
01/01/2005;20.00.00;2,5;1198;-200;7,9;897;402;720;151;1072;1436;7,8;54,6;0,5786;;
01/01/2005;21.00.00;2,3;1176;-200;8,1;905;334;718;137;1104;1389;6,2;59,6;0,5698;;
01/01/2005;22.00.00;2,1;1118;-200;6,4;830;295;765;130;1058;1313;5,7;59,9;0,5523;;
01/01/2005;23.00.00;1,7;1091;-200;5,2;773;222;820;115;1003;1232;5,6;59,7;0,5463;;
02/01/2005;00.00.00;1,8;1078;-200;5,2;775;230;809;112;1012;1195;4,7;62,9;0,5424;;
02/01/2005;01.00.00;1,6;1043;-200;4,3;726;195;875;105;972;1107;4,5;63,5;0,5411;;
02/01/2005;02.00.00;1,3;992;-200;3,6;685;167;916;96;963;1035;4,5;63,6;0,5414;;
02/01/2005;03.00.00;1,3;1004;-200;4,5;739;-200;868;-200;1004;1030;3,1;70,0;0,5388;;
02/01/2005;04.00.00;1,3;947;-200;3,3;673;148;929;87;974;929;3,2;68,3;0,5310;;
02/01/2005;05.00.00;1,1;923;-200;2,7;634;123;984;75;943;875;3,1;69,2;0,5337;;
02/01/2005;06.00.00;1,0;911;-200;2,4;613;148;992;82;934;861;2,4;71,9;0,5288;;
02/01/2005;07.00.00;1,0;924;-200;2,6;629;143;994;83;941;852;3,1;68,7;0,5317;;
02/01/2005;08.00.00;1,2;954;-200;3,4;674;180;940;88;981;891;2,1;73,1;0,5289;;
02/01/2005;09.00.00;1,3;960;-200;3,9;704;226;887;106;1003;947;3,3;68,2;0,5346;;
02/01/2005;10.00.00;1,6;1016;-200;4,9;760;254;835;112;1044;1016;4,1;65,8;0,5451;;
02/01/2005;11.00.00;2,2;1139;-200;7,5;879;372;753;141;1092;1201;6,6;56,6;0,5528;;
02/01/2005;12.00.00;2,2;1130;-200;7,1;860;379;752;148;1058;1218;8,0;51,2;0,5516;;
02/01/2005;13.00.00;2,8;1237;-200;9,6;962;478;685;171;1138;1385;10,3;44,9;0,5612;;
02/01/2005;14.00.00;2,1;1159;-200;6,5;837;344;742;160;1087;1311;12,3;41,7;0,5961;;
02/01/2005;15.00.00;1,6;1124;-200;5,5;790;258;791;137;1071;1206;13,5;41,3;0,6342;;
02/01/2005;16.00.00;2,8;1312;-200;10,5;998;474;640;167;1249;1473;13,4;43,1;0,6600;;
02/01/2005;17.00.00;2,6;1246;-200;8,9;936;438;665;164;1182;1460;9,9;53,3;0,6504;;
02/01/2005;18.00.00;2,8;1232;-200;8,8;931;451;674;166;1171;1627;8,9;54,6;0,6226;;
02/01/2005;19.00.00;2,9;1286;-200;10,5;996;473;644;167;1217;1827;8,9;54,8;0,6244;;
02/01/2005;20.00.00;3,4;1347;-200;13,0;1084;560;582;174;1290;2004;8,3;58,2;0,6391;;
02/01/2005;21.00.00;2,9;-200;-200;-200,0;-200;470;-200;160;-200;-200;-200;-200;-200;;
02/01/2005;22.00.00;3,2;-200;-200;-200,0;-200;506;-200;169;-200;-200;-200;-200;-200;;
02/01/2005;23.00.00;3,1;-200;-200;-200,0;-200;482;-200;162;-200;-200;-200;-200;-200;;
03/01/2005;00.00.00;3,0;-200;-200;-200,0;-200;436;-200;149;-200;-200;-200;-200;-200;;
